Company name,Rating,Reviews,Company type,Office,Highly Rated For,Critically Rated For
Udaan Logistics,4.1,353,N/A,Bangalore / Bengaluru +82 other locations,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",Job Security
Liberty General Insurance,3.8,352,Insurance,Mumbai +79 other locations,None,Promotions / Appraisal
JSW Energy,4.1,352,Power,Barmer +46 other locations,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Mr Cooper,4.1,352,Financial Services,Chennai +8 other locations,"Job Security, Company Culture, Work Life Balance",None
Ramada,4.1,352,Hospitality,Mumbai +49 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",None
Numeric UPS,3.9,352,Consumer Electronics & Appliances,Chennai +68 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
ASM Technologies,3.7,352,Engineering & Construction,Bangalore / Bengaluru +18 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Ramco Industries,4.1,352,Building Material,Chennai +65 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Sany Heavy Industry,3.9,351,Industrial Machinery,Pune +47 other locations,"Salary & Benefits, Job Security",Promotions / Appraisal
Samsung C&T,4.2,351,Engineering & Construction,Mumbai +23 other locations,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",None
Eurofins It Solutions,3.1,351,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,None,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Hitachi Cash Management Services,3.6,351,Other,Mumbai +81 other locations,None,"Promotions / Appraisal, Work Life Balance, Salary & Benefits"
Onsitego,4.2,351,Internet,Mumbai +23 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",None
Nippon Koei India,4.8,350,Engineering & Construction,New Delhi +51 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
MAHLE Behr India,3.8,350,Auto Components,Pune +10 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
C-Edge Technologies,3.9,350,IT Services & Consulting,Mumbai +19 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Meghmani Organics,3.8,350,Chemicals,Bharuch +24 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Kiya.ai,3.5,351,Emerging Technologies,Mumbai +12 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Pitti Engineering,4.0,350,Industrial Machinery,Hyderabad / Secunderabad +9 other locations,"Work Life Balance, Work Satisfaction, Job Security",None
Biz 2 Credit Info Services,4.2,353,Financial Services,Noida +3 other locations,"Salary & Benefits, Job Security, Company Culture",None
Ge T & D India,4.3,350,Electrical Equipment,Chennai +34 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
Vidal Health Tpa,3.7,350,Insurance,Bangalore / Bengaluru +39 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Buzzworks Business Services,3.8,350,Recruitment,Chennai +51 other locations,None,Promotions / Appraisal
Ind-Swift Laboratories,3.8,350,Pharma,Chandigarh +22 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Groupon,3.2,350,Internet,Chennai +10 other locations,None,"Job Security, Promotions / Appraisal, Skill Development / Learning"
EID Parry (India),4.1,349,Food Processing,Chennai +32 other locations,"Job Security, Company Culture, Work Satisfaction",None
RSB Transmissions,4.0,349,Industrial Machinery,Pune +20 other locations,Job Security,Promotions / Appraisal
Suzlon Global Services,4.0,350,N/A,Pune +55 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Indofil Industries,4.2,349,Agro Chemicals,Bharuch +46 other locations,"Work Life Balance, Salary & Benefits, Company Culture",None
Kauvery Hospital,4.1,349,Healthcare,Chennai +17 other locations,"Skill Development / Learning, Job Security, Company Culture",None
TotalEnergies,3.9,347,Oil & Gas,Mumbai +59 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Honda Logistics,3.8,348,Logistics,Bhiwadi +25 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
India Glycols,3.8,348,Chemicals,Kashipur +18 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Torrent Gas,3.2,348,Oil & Gas,Pune +30 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Flowserve,4.0,347,Industrial Machinery,Bangalore / Bengaluru +15 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Aimil Pharmaceuticals,3.4,347,Pharma,New Delhi +46 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
PC Jewellers,3.9,347,Metals & Mining,New Delhi +69 other locations,Job Security,Promotions / Appraisal
Anudip Foundation,3.4,347,Non-Profit,Kolkata +48 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Kirby Building Systems,4.0,347,Engineering & Construction,Hyderabad / Secunderabad +29 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Allied Blenders & Distillers,4.1,347,Beverage,Mumbai +67 other locations,Job Security,Promotions / Appraisal
Gaurs Group,4.1,348,Real Estate,Noida +12 other locations,"Work Life Balance, Work Satisfaction, Job Security",None
Hinduja Tech,3.3,347,IT Services & Consulting,Chennai +12 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Sri Krishna Pharmaceuticals,4.0,347,Pharma,Hyderabad / Secunderabad +12 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Ben Franklin Opticians,4.2,347,Medical Equipment,Hyderabad / Secunderabad +99 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",None
AVAYA,3.3,347,Software Product,Pune +15 other locations,None,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Broadcom,3.3,346,Semiconductors,Hyderabad / Secunderabad +13 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture"
Revolut,2.6,347,FinTech,Bangalore / Bengaluru +10 other locations,Salary & Benefits,"Job Security, Work Satisfaction, Company Culture"
Tetra Pak,4.2,346,Packaging,Pune +13 other locations,"Company Culture, Job Security, Work Life Balance",None
Ascent Business Solutions,3.4,346,IT Services & Consulting,Nagpur +14 other locations,None,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Indian Political Action Committee,2.8,346,Other,Kolkata +21 other locations,None,"Job Security, Work Life Balance, Promotions / Appraisal"
Apitoria Pharma,4.5,346,Pharma,Hyderabad / Secunderabad +7 other locations,"Job Security, Work Life Balance, Work Satisfaction",None
Kolte Patil Developers,4.0,345,Real Estate,Pune +8 other locations,"Work Life Balance, Salary & Benefits, Company Culture",None
Thales,3.7,345,IT Services & Consulting,Noida +18 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
GTL Infrastructure,4.5,345,Hardware & Networking,Mumbai +43 other locations,"Work Life Balance, Company Culture, Job Security",None
OnePlus,4.0,345,Consumer Electronics & Appliances,Bangalore / Bengaluru +53 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Montecarlo Construction,4.2,345,Engineering & Construction,Ahmedabad +70 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",None
R&R Limousine And Bus,4.1,344,N/A,Chennai +11 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Anthem Biosciences,4.0,344,Pharma,Bangalore / Bengaluru +11 other locations,"Job Security, Salary & Benefits, Promotions / Appraisal",Company Culture
JNS Instruments,3.9,345,Industrial Machinery,Gurgaon / Gurugram +21 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Sunwoda,4.2,344,Electronics Manufacturing,Noida +4 other locations,"Job Security, Company Culture, Salary & Benefits",None
Federal Mogul Goetze,4.1,344,Auto Components,Bangalore / Bengaluru +30 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Balmer Lawrie,3.9,344,Packaging,Kolkata +30 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Aloha Technology,3.2,344,IT Services & Consulting,Pune +13 other locations,None,"Company Culture, Work Life Balance, Salary & Benefits"
VirtusaPolaris,3.8,343,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Bally Online Store,3.8,343,N/A,Mumbai +123 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Pratham Education Foundation,4.1,343,Education & Training,New Delhi +80 other locations,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
RedBus,4.2,343,Internet,Bangalore / Bengaluru +18 other locations,"Company Culture, Job Security, Work Life Balance",None
Evelyn Learning Systems,3.9,343,EdTech,New Delhi +10 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Job Security"
MathCo,3.0,343,Emerging Technologies,Bangalore / Bengaluru +6 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
Deluxe Entertainment,3.4,344,Media & Entertainment,Bangalore / Bengaluru +9 other locations,None,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Pharmarack Technologies,3.9,343,IT Services & Consulting,Pune +61 other locations,"Salary & Benefits, Work Life Balance, Work Satisfaction",None
Railtel Corporation Of India,3.7,343,Hardware & Networking,New Delhi +64 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
GrapplTech,4.8,342,IT Services & Consulting,Bangalore / Bengaluru +10 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
RCM,4.3,342,Retail,Bhilwara +37 other locations,"Company Culture, Job Security, Work Life Balance",None
BrightCHAMPS,3.8,343,EdTech,Bangalore / Bengaluru +17 other locations,Work Life Balance,Promotions / Appraisal
Odessa,3.8,342,Software Product,Bangalore / Bengaluru +2 other locations,"Company Culture, Salary & Benefits",None
Godrej Interio,3.9,342,Furniture & Furnishing,Mumbai +54 other locations,Job Security,Promotions / Appraisal
PropTiger.com,4.0,342,Internet,Gurgaon / Gurugram +14 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",None
Ami Lifesciences,3.9,342,Pharma,Vadodara +9 other locations,"Salary & Benefits, Job Security, Skill Development / Learning",None
Gilbarco Veeder Root,3.8,342,Industrial Machinery,Mumbai +41 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Vectus Industries,4.1,342,Petrochemicals,Noida +55 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Srei Equipment Finance,4.4,341,Financial Services,Kolkata +76 other locations,"Work Life Balance, Company Culture, Job Security",None
Zealous Services,3.3,341,Design,Chennai +6 other locations,None,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
Powerweave,3.4,341,BPO,Mumbai +5 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Greenpanel Industries,4.0,341,Furniture & Furnishing,Gurgaon / Gurugram +57 other locations,"Salary & Benefits, Work Life Balance",None
ITSource Technologies,3.0,341,IT Services & Consulting,Mumbai +27 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
HSBC Global Banking and Markets,4.0,341,Banking,Bangalore / Bengaluru +12 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Stryker,4.0,341,Medical Equipment,Gurgaon / Gurugram +19 other locations,"Work Life Balance, Company Culture, Job Security",None
Novartis Healthcare,4.1,341,Pharma,Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Vidal Health Insurance,3.8,341,Insurance,Bangalore / Bengaluru +31 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Gyan Dairy,4.0,342,Food Processing,Lucknow +28 other locations,"Skill Development / Learning, Company Culture",None
Roop Automotives,4.4,341,Auto Components,Gurgaon / Gurugram +12 other locations,"Skill Development / Learning, Work Life Balance, Job Security",None
Aksentt Tech Services,4.7,340,IT Services & Consulting,Navi Mumbai +13 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
NKG Infrastructure,3.7,341,Engineering & Construction,New Delhi +39 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Khadims,3.7,341,Fashion & Textile,Kolkata +54 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
ELGI Equipments,4.0,340,Industrial Machinery,Coimbatore +24 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Seoyon E-hwa Automotive,3.9,340,Auto Components,Chennai +17 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Labournet Services,4.0,340,Non-Profit,Bangalore / Bengaluru +51 other locations,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Job Security"
Sigma Engineered Solutions,4.2,339,Industrial Machinery,Pune +11 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
ESDS Software Solutions,3.9,339,IT Services & Consulting,Nashik +13 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Texmaco Rail and Engineering,3.9,339,Engineering & Construction,Kolkata +39 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
SoftwareONE,3.8,339,IT Services & Consulting,Gurgaon / Gurugram +17 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
Puravankara,3.8,339,Real Estate,Bangalore / Bengaluru +12 other locations,None,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction"
LearningMate Solutions,3.6,339,EdTech,Mumbai +7 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Xdbs,3.2,339,Marketing & Advertising,Pune +4 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Aramex,3.7,339,Logistics,Mumbai +50 other locations,None,"Promotions / Appraisal, Work Satisfaction, Job Security"
